Country Code;Country Name;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969;1968;1967;1966;1965;1964;1963;1962;1961
IRL;Ireland;-0,339608438;0,157032326;2,168695058;-1,063163455;-6,384444421;-2,160387639;4,970189781;5,505178262;6,080486857;4,199789073;3,729736641;5,417140064;4,985058033;10,64834056;10,97129429;8,931177368;11,2717282;9,701997964;9,634422309;5,755827001;2,692609172;3,343274244;1,929639538;8,466527955;5,813919548;5,217414195;4,663091094;-0,428330523;3,08561495;4,354372513;-0,244301148;2,283468453;3,325215795;3,079329198;3,073036257;7,186728619;8,211300358;1,394807904;5,65664557;4,260229377;4,721428375;6,4898083;3,469887813;;;;;;;;;;
IRN;Iran, Islamic Rep.;-5,799999941;2,999999969;3;5,89;3,94;0,58;7,824788319;5,893936099;4,623405402;5,084051514;7,114681217;7,515598158;3,669671948;5,143162536;1,933822216;2,740585246;3,384806778;7,100735147;2,652685824;-0,350553105;-1,575789783;4,251070755;12,59435696;13,68776536;6,177959519;-6,299226828;-1,403694332;-9,170797525;2,065132171;-1,57372012;12,60821013;12,95679347;-5,198628647;-13,22964483;-7,124185052;-7,479337071;-1,300648462;17,73089671;5,753801963;9,384641342;5,533623119;16,28836349;12,97928853;9,836041047;12,90637381;12,5020142;10,62705521;10,42701884;;;;;
IRQ;Iraq;3,952469276;9,15632793;9,682900853;6,898839198;5,80896656;6,608864867;1,377598148;10,15819958;4,400617192;54,15777462;-33,10083802;-6,900180223;2,305316984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL;Iceland;3,262919368;1,462959356;2,655218684;-4,098777486;-6,561762894;1,188063398;5,985000209;4,708970782;7,22998096;7,835800887;2,434412907;0,138960288;3,921601952;4,324660825;4,094160684;6,316795143;4,913189618;4,785062428;0,116583706;3,608857935;1,313449466;-3,373894143;-0,223525511;1,169370332;0,258439854;-0,089726032;8,545939751;6,27054196;3,292841387;4,129118228;-2,151161701;2,154566242;4,265007104;5,74792071;4,860582385;6,016714595;8,822277247;5,959367517;0,646155077;5,706292138;6,806009722;6,177334447;13,06083764;7,456560032;2,374588027;-5,474906346;-1,267261863;8,735933476;7,371729299;9,916544014;10,28338287;8,313712744;-0,084661946
ISR;Israel;3,31;3,351850004;4,573528798;5,66445;1,247880006;4,453579996;6,921209996;5,594227631;4,940435151;4,844317887;1,512184791;-0,575534253;-0,223359908;9,254878115;3,355870901;4,117409995;3,371521362;5,490042269;6,527881886;6,931825864;5,556872152;5,627795094;7,69937903;6,835469809;0,869138093;2,024141199;7,187687216;4,79143318;3,447822567;0,903754723;3,510820987;1,80883645;5,14785828;6,871292693;6,28479866;4,821514277;-0,007967122;1,315853876;3,318343404;6,84025832;3,342543115;13,66083897;11,22428387;7,307329621;13,5657034;16,24195701;2,995020098;-0,079644894;9,093965679;7,937191969;10,695713;10,15611714;11,20388584
ITA;Italy;-1,854123237;-2,367681123;0,449507129;1,723288452;-5,494407233;-1,156231486;1,68306274;2,198923804;0,931267136;1,730665278;-0,046578301;0,451436253;1,86262745;3,653596071;1,451092727;1,448165181;1,866011777;1,134684705;2,886836736;2,151023648;-0,852805754;0,834275467;1,538447554;1,985774903;3,388383511;4,194377269;3,191960619;2,859971888;2,798085727;3,225852379;1,169203497;0,413585662;0,844227629;3,430016382;5,959159444;3,240139797;2,560500798;7,125385158;-2,090162919;5,500141133;7,125862297;3,690485752;1,818107982;5,310502429;6,098059996;6,544554655;7,178612466;5,984794225;3,26802372;2,797702279;5,609727978;6,203650458;8,207245914
JAM;Jamaica;1,274858022;0,724298566;1,703150085;-1,480026897;-4,411220992;-0,714065463;1,4;;;;;;1,344929556;0,878703546;1,047673871;-2,334553541;-1,140459872;-0,11373121;2,349957049;1,383389804;9,417102569;1,955542503;4,838238742;4,200535119;7,173304355;3,974302001;7,850354834;1,882588193;-2,943635579;-1,542345801;1,909078391;2,069231642;2,639447975;-5,714159244;-1,060041303;-0,053700318;-2,597548699;-6,6942451;-0,256092246;-4,229261318;-5,485509087;18,00855529;2,458073442;12,06440905;5,574673862;5,744132209;1,808638528;;;;;;
JOR;Jordan;2,828818993;2,651594344;2,560808984;2,33682983;5,476581722;7,232408681;8,175718327;8,120118381;8,136982083;8,562738465;4,163751107;5,792385434;5,271370112;4,239817503;3,408517783;2,996112803;3,288739606;2,085492254;6,180242596;4,98412001;4,632534232;18,67243859;1,823898373;0,973755135;-13,45211557;-1,852104673;2,895607829;7,014157851;3,456390313;8,640641748;1,990395925;7,385024059;4,707517483;19,0117501;9,120067842;21,00411902;6,509941621;24,30957517;;;;;;;;;;;;;;;
JPN;Japan;1,539412401;1,446951894;-0,452724839;4,652030154;-5,526976489;-1,041636034;2,192186233;1,692904245;1,302728144;2,360730113;1,685111722;0,289548451;0,355461715;2,257495302;-0,199337319;-2,003147834;1,595628588;2,610054629;1,942343422;0,863578244;0,17106272;0,819029859;3,324340775;5,572398299;5,370152519;7,146693707;4,107427064;2,831076641;6,333356889;4,463899016;3,060738036;3,376608296;4,176843956;2,817591208;5,484041832;5,271941503;4,39033795;3,974984091;3,091575916;-1,225239828;8,032599975;8,413547255;4,698992042;-1,023789343;12,47789451;12,88246814;11,08214232;10,63856156;5,819707873;11,6767082;8,473642383;8,908972996;12,04353641
KAZ;Kazakhstan;6,000002014;5;7,5;7,299999999;1,2;3,300000001;8,899999999;10,7;9,7;9,6;9,3;9,8;13,5;9,8;2,7;-1,9;1,7;0,5;-8,2;-12,6;-9,2;-5,3;-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEN;Kenya;4,687291428;4,552553683;4,420654212;5,802908375;2,735286186;1,526948818;6,993285153;6,330632808;5,906666078;5,104299779;2,932475546;0,546859528;3,779906497;0,599695393;2,305388595;3,290213723;0,474901922;4,146839264;4,406216523;2,632784521;0,353197265;-0,799493971;1,438346796;4,192050968;4,690348781;6,20318381;5,93710744;7,177555402;4,300561813;1,755216984;1,309050237;1,506478259;3,7735442;5,591976207;7,615226026;6,912493561;9,453797835;2,153964504;0,882203188;4,065617342;5,896580201;17,08242936;22,17389194;-4,655446938;7,959224465;7,982689963;3,361232055;14,72856643;2,009094158;4,964467266;8,778340254;9,457358706;-7,774634926
KGZ;Kyrgyz Republic;10,53509216;-0,088832129;5,956274307;-0,471566603;2,886294568;8,401616094;8,542874743;3,102898735;-0,175548189;7,026859686;7,030296039;-0,017353042;5,321584347;5,426673766;3,655789406;2,121835252;9,915168402;7,084502419;-5,423821885;-20,08515883;-15,45932456;-13,88870881;-7,851065819;5,702796669;2,789750904;13,2000301;3,299968548;;;;;;;;;;;;;;;;;;;;;;;;;;
KHM;Cambodia;7,459669528;7,313345505;7,069569946;5,963078575;0,086696959;6,691577475;10,21257181;10,77108716;13,25008556;10,34052873;8,505898789;6,687880848;8,038631629;8,766785439;11,90975793;5,009032751;5,619792924;5,412339378;6,442902796;9,099464507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIR;Kiribati;2,9727992;2,81;2,74;-0,500305552;-0,665002293;2,754247163;7,516380695;-4,507875268;-0,174118642;3,17252337;4,030237815;0,577608928;0,703259923;9,506539418;0,149575262;10,98148338;5,570625232;6,116411828;-0,970251419;4,895972627;3,475826793;3,182984862;-4,31766182;2,133273029;-8,558693105;18,24331667;-3,062863764;1,556607558;-4,612597903;-1,222216622;8,983548928;6,786520808;-3,470826374;-44,44409493;-11,58499277;1,059613817;-4,612662368;-26,76823701;5,34441928;45,30277986;20,90986719;12,07925228;-2,290091524;;;;;;;;;;
KNA;St. Kitts and Nevis;1,954976303;-1,228788765;1,786777844;-3,283410138;-5,600870038;4,133635334;3,901728841;4,672675083;9,863438872;4,358030063;-1,448746951;1,91259372;5,236536753;0,663691766;5,210625381;1,143627355;6,770169541;6,543397159;3,667830598;5,104319004;6,657694033;3,309232481;0,393174962;2,269868986;7,617653505;9,068054444;8,707003433;11,68792079;6,400173173;10,36871864;-0,973936359;-1,575658788;1,110500706;8,221505011;9,185329438;7,383987254;;;;;;;;;;;;;;;;;
KOR;Korea, Rep.;2,971110156;2,292382426;3,681704667;6,496785169;0,707518483;2,829214457;5,463406088;5,176133982;3,92368744;4,899851507;2,933207053;7,432433614;4,525319497;8,831278205;10,73058969;-5,713897734;5,766740748;7,185916566;8,930624243;8,771892964;6,329394213;5,765237321;9,712888661;9,297330585;6,752062742;11,66040806;12,26600846;12,23979753;7,470965225;9,859071009;12,18200656;8,291307176;7,404048825;-1,890737169;8,389703142;10,29758717;11,81775501;13,45565142;7,33744578;9,381908188;14,78751649;6,51083942;10,44122457;12,868532;14,10007248;11,69981062;6,100038124;12,69999988;5,19013987;7,561239115;9,531721025;2,458360659;4,936341931
KSV;Kosovo;3,005580311;2,7;4,5;3,2;3;7,2;8,3;3,4;6,033230381;2,612125833;5,980147677;-0,700950795;26,97391611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWT;Kuwait;;6,186173233;6,303509683;-2,370603652;-7,076102807;2,479843886;5,991661314;7,520249075;10,07595132;10,76219425;17,32;3;0,729026469;4,694582091;-1,789009233;3,662055118;2,473325085;0,605126941;4,858291021;8,436165667;33,99046785;;;;25,8951771;-10,04966697;8,142556614;8,565233279;-4,257718449;5,239900319;10,41418854;-12,31483705;-19,02970301;-20,61552527;13,91412403;7,359335324;-0,103370513;9,098077033;-8,000088322;-9,552721987;-4,810751157;4,401129115;7,671405837;3,18174997;2,735418256;9,355456287;2,380541236;12,31556097;0,497536761;8,691205335;3,704654911;;
LAC;Latin America & Caribbean (developing only);2,430575361;2,832373429;4,341953908;5,864845381;-1,596237064;3,73409738;5,563192829;5,604197338;4,467815396;5,946106696;1,783028483;0,061987509;0,321518411;4,01436593;0,334218073;2,304734376;5,384015486;3,647792745;0,355896147;4,701542067;3,811613792;2,849829358;3,709527421;0,476011101;1,344365256;0,614028854;3,042012845;3,338195618;3,180904108;3,918620523;-2,654972856;-0,517449978;1,470155991;6,43724508;6,927228225;4,278281207;4,617483797;5,768217112;4,385966669;6,599836836;8,832182348;7,409340262;6,348538387;6,712422866;6,0939683;8,029383409;4,696322755;4,049044408;5,69797704;8,253861701;2,786499649;4,607329929;6,34706698
LAO;Lao PDR;8,14625145;8,197311778;8,038652681;8,526905517;7,501774913;7,824902762;7,5968288;8,619266209;7,107568369;6,35769548;6,066996905;5,918749073;5,751412882;5,798782326;7,306376074;3,967608091;6,872091273;6,928323725;7,031254328;8,159018531;5,912556557;5,559857768;4,29656364;6,704578688;14,19063663;-2,010201049;-1,425792383;4,885133261;5,069963947;;;;;;;;;;;;;;;;;;;;;;;;
LBN;Lebanon;0,900212124;2,2;2,004586303;7,996086279;10,30091265;9,098076674;9,404086601;1,602773165;2,702340944;7,478802316;3,23739038;3,373876548;3,953516126;1,34406653;-0,453074266;3,592643299;-2,286786101;5,136503876;6,53494563;8,003148048;6,997966118;4,499936955;38,2007091;26,53316009;-42,45111822;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LBR;Liberia;11,30674508;10,23864203;9,131658925;10,9425022;13,76159475;10,53119282;15,68803967;9,779340349;9,481315987;-5,109791656;-32,8321115;31,89257459;22,09585315;25,69999883;22,90000275;29,69999538;106,2798092;12,12121212;-4,266211604;-21,7623498;-32,9753915;-35,08568109;-14,22521176;-51,03086304;-26,66845456;-2,041897761;-1,001594885;-1,678597481;-0,843323223;-2,10731632;-1,89684991;-2,432941291;-2,136748531;-4,098363153;3,264818401;4,816220873;1,587986202;5,310731897;-3,468588136;4,753199208;-2,255975825;4,140495539;4,904831704;6,663198555;7,28846513;4,768873877;6,745785712;7,702656059;4,793795567;5,151962093;2,274457183;1,34460015;2,439987133
LBY;Libya;-9,370862833;104,4844633;-62,07650761;5,002724865;2,1;3,8;6;5,9;9,9;4,4;13;-1,3;-4,3;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCA;St. Lucia;-0,533333333;-1,283316881;1,401401401;-0,728718119;-0,066203244;4,677754678;5,104572685;9,291470946;-1,893338651;8,396609621;4,449025573;0,111116033;-4,796379998;0,664687094;2,358586532;6,353150088;0,403652227;5,417234745;3,287844189;1,421183168;2,572960186;7,021717717;2,677941998;23,54489326;9,063729018;12,16775615;1,935041256;14,87722226;-5,807720959;23,50208639;4,250890606;-10,82161736;3,510225605;;;;;;;;;;;;;;;;;;;;
LCN;Latin America & Caribbean (all income levels);2,455198945;2,821104255;4,24341698;5,615341621;-1,599385073;3,563549119;5,276822925;5,388218826;4,414941699;5,795735787;1,909254556;0,198644211;0,708397599;3,91876051;0,367047655;2,513191706;5,374458033;3,790395993;0,835929711;4,725461665;3,877716186;3,160075028;3,711685098;0,613948708;1,68775231;0,923250027;3,190550185;3,439995971;3,217860461;3,991880844;-2,749926117;-0,819166899;1,52434344;6,439097943;7,011584294;4,484045384;4,748317997;5,703257752;3,794142128;6,245957776;8,195611427;6,979627056;6,306520892;6,481893937;6,074054523;7,701708812;4,602191677;4,351905577;5,512357203;7,916720852;3,042738337;4,630442011;6,286360263
LCR;Latin America and the Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDC;Least developed countries: UN classification;4,543487644;4,751670481;3,822247152;5,504729871;4,348470907;6,915587358;8,768722506;7,764104756;7,791989209;7,028557496;5,383533827;5,150822063;5,637243769;4,010805723;4,121093067;4,174147103;5,340930394;5,423583574;5,020878459;1,922051259;-0,864094741;0,029875856;1,13327669;0,587160608;2,297033309;2,916585387;4,796386206;3,830685425;0,921755709;1,912877776;1,457759719;1,594515607;;;;;;;;;;;;;;;;;;;;;
LIC;Low income;5,779652159;6,450527171;6,073932433;6,559733449;5,222214629;5,461865313;6,491683494;6,10622401;6,352276666;6,111312948;3,900447086;3,214026642;4,91156813;2,929106539;3,646768973;3,611184862;3,662326676;4,796191276;4,069469617;2,070789815;0,380336223;-1,935127397;0,513955203;1,988953489;1,971008909;3,858206962;3,34445259;4,200577053;2,128529499;2,514004115;1,82504124;1,139596824;3,005482504;2,207235363;3,43097896;2,301147166;2,593853494;1,533915488;-1,738757885;5,365813451;3,017754156;-1,535512236;2,559378318;3,676413208;5,015932769;5,479518727;0,756366537;;;;;;
LIE;Liechtenstein;;;;;-1,157481706;1,798089299;3,325962228;8,64496892;4,828076568;3,039171757;-1,937564593;-0,993919178;-0,733091659;3,220190289;10,41092351;7,761262345;7,22513437;6,905302499;5,875550837;6,866145055;4,332100568;3,608294339;1,801167702;2,252872524;4,491983065;5,633802799;9,230769227;3,999999994;7,020547977;4,285714285;0,538599626;-1,590106021;4,814814801;4,758675368;4,758675314;4,758675346;4,758675299;4,758675377;1,669224177;1,669224085;1,669224157;1,669224224;1,669224143;;;;;;;;;;
LKA;Sri Lanka;7,250906975;6,341361551;8,245909534;8,015959406;3,538912053;5,950088146;6,79682612;7,668291899;6,241748044;5,445061279;5,940269077;3,964656496;-1,545372866;6;4,300572631;4,698397161;6,405415961;3,8;5,5;5,6;6,9;4,4;4,6;6,4;2,299295875;2,472692998;1,725610669;4,355549402;4,999397136;5,099155876;4,813978257;4,141507117;5,699521555;5,84603266;6,403541161;5,653838469;5,100602927;3,335108479;6,126219482;3,845844491;7,057387174;-0,410480308;1,306901111;3,846634275;7,71681163;5,801104835;6,439015053;5,023798062;2,536964195;3,906489049;2,516748566;3,818019581;4,226161822
LMC;Lower middle income;5,04757693;4,562900049;5,461120689;7,591326159;5,013634626;4,470132721;7,714366984;7,453092688;6,774175853;7,986358913;6,351721743;3,841633098;4,323167339;4,141686624;4,720646932;1,314776599;3,768110669;5,840662264;4,726947971;2,963897216;2,184586564;2,190234995;1,156401803;3,535077668;5,091525421;6,399328638;2,814970296;3,1807879;3,921295395;2,673248507;4,305156568;3,04694949;3,391361925;5,470204573;1,038828684;4,745855222;6,706681788;5,546649109;5,756322754;4,985883959;4,852905038;2,585908217;4,437915415;7,394662401;7,467050427;4,461794486;3,548294906;1,130482978;1,277622697;6,184074285;5,058442916;3,607036962;3,935728856
LMY;Low & middle income;4,758007772;5,105184518;5,941494938;7,652324824;3,150037107;5,471399485;8,384323134;8,014531273;7,111395822;7,819834653;5,326661043;4,002333263;3,114023746;5,037094869;3,003101129;2,895080358;5,366831476;5,866349873;4,461946528;4,572857125;4,175347073;2,68680615;1,965331941;2,482112653;3,42738358;3,658525869;3,88389414;3,938812722;4,009560226;4,411923159;1,445472847;1,794478807;2,787174755;4,847821577;4,760072635;3,945126172;4,060821884;6,567739647;4,513177263;6,384096344;6,640280832;6,275878688;6,386131761;7,217056286;5,796435348;6,00469146;5,173660533;4,867930639;6,073045034;7,321923446;3,991823456;1,52824075;3,968982949
LSO;Lesotho;5,9;6,511439037;2,836935329;7,091264507;3,357937755;5,733467928;4,733464842;4,307445964;2,704499597;2,291776874;4,691154962;0,532375444;4,229204409;5,140338335;0,402032221;1,743990229;4,085487678;5,213676133;1,997569328;5,345593185;3,330596829;7,255419038;3,904702334;5,644185347;5,476637095;8,556676011;0,00143502;5,503875859;2,558074797;4,948749035;2,307952274;2,556801851;0,694638389;-2,744780762;2,893918282;18,31687815;21,80903419;11,04912677;-13,51349707;10,98009174;26,40487656;-0,202707094;5,113714847;2,17707283;1,547536172;-0,367117904;10,91205991;-0,405518602;2,15410167;8,251117462;10,61507834;15,3318057;1,86480413
LTU;Lithuania;3,25111172;3,7;6;1,330192805;-14,74171262;2,927448128;9,83980195;7,844828234;7,802232865;7,350783119;10,24668332;6,863522302;6,735713911;3,250722236;-1,073233396;7,62881698;7,469138446;5,182670002;3,290080184;-9,766052037;-16,22686238;-21,25897056;-5,675662997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUX;Luxembourg;2,136716192;-0,175722682;1,904988907;3,101429733;-5,556200253;-0,734577419;6,588044176;4,935991675;5,253000821;4,370610971;1,665492139;4,090160188;2,517855315;8,441852323;8,420360701;6,491304176;5,937770908;1,515151515;1,432200245;3,820921228;4,200647995;1,819652759;8,644190519;5,319932179;9,798061456;8,463282839;3,95097795;9,983934794;2,791706176;6,186939275;2,989076791;1,131296999;-0,550950514;0,840882927;2,345608743;4,074971418;1,569776537;2,534331931;-6,571370933;4,212467414;8,312676881;6,598192675;2,667236285;1,759933831;9,972857943;4,183872427;0,216730812;1,105904112;-0,734933604;7,865828819;3,43910854;1,358677671;3,829983122
LVA;Latvia;4,109890516;5;5,3;-0,343503564;-17,95499387;-4,243552667;9,977611357;12,23323158;10,60091218;8,677797396;7,195939332;6,472522362;8,043498761;6,913911315;4,699088146;4,722777408;8,282790499;3,790904049;-0,944760634;2,189911787;-4,982979843;-32,11857046;-12,59522179;-7,943554928;5,685504725;5,096554287;2,338208245;4,708345202;-0,375458006;5,753857829;5,219477052;2,350254775;4,23158341;4,082487577;3,043765132;3,284503678;3,20133617;5,620274467;6,87518993;4,865932205;5,787632105;5,1356499;7,738680724;8,021442798;4,56896;6,873035895;11,71264553;4,148358166;;;;;
MAC;Macao SAR, China;11,88825341;9,139403239;21,29126163;27,49896423;1,712459559;3,39096755;14,32868064;14,42230849;8,558640553;26,88199281;12,5858589;8,903344706;2,9;5,7;-2,4;-4,6;-0,3;-0,4;3,3;4,3;5,2;13,3;3,7;8;5;7,8;14,3;6,7;0,7;8,5;10;;;;;;;;;;;;;;;;;;;;;;
MAF;St. Martin (French part);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR;Morocco;4,413669816;2,694664217;4,985647093;3,642974764;4,758347025;5,587056082;2,705774383;7,759852155;2,97851241;4,80186641;6,316967049;3,316035915;7,551951989;1,592567672;0,529417121;7,656070495;-2,227722383;12,21688837;-6,579450143;10,35803379;-1,012263827;-4,030936523;6,898050692;4,034447091;2,366613872;10,41461163;-2,544684874;8,299309108;6,325126592;4,336360152;-0,557542205;9,618985618;-2,764340667;3,642164851;4,793787184;2,232663396;6,059167648;10,81278132;7,558221643;5,596049878;3,559310888;2,437237365;5,596893648;4,713460414;8,362165351;9,891739302;10,02884129;;;1,286363228;4,863604263;12,51798416;-2,425234334
MCA;Mexico and Central America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCO;Monaco;;;;;;10;14,58244232;5,049346202;1,895413784;2,470486213;1,087535488;1,026496836;2,187729373;3,910231911;3,300541382;3,503268192;2,237247543;1,110730405;2,117151226;2,215624119;-0,913915597;1,366636037;1,015129919;2,643454173;4,163659309;4,598601474;2,484574172;2,452364682;1,708699684;1,484515634;1,194973349;2,432389472;0,922378369;1,685457433;3,534204929;3,953551301;3,553236083;4,411628782;-0,972637494;4,474611051;6,553757509;4,648309616;5,228060024;;;;;;;;;;
MDA;Moldova;8,9;-0,7;6,8;7,094071762;-5,98957986;7,764846414;3,067943527;4,784654617;7,501389578;7,410063044;6,6;7,8;6,1;2,1;-3,4;-6,5;1,6;-5,2;-1,4;-30,9;-1,2;-29,1;-16;-2,4;5,032283085;1,69246442;1,202209386;7,908588073;-5,290876482;3,357254421;4,357168935;11,7309121;-0,71118518;;;;;;;;;;;;;;;;;;;;
MDG;Madagascar;2,096448268;2,360111126;1,026604298;-0,370897548;-4,01378169;7,128339112;6,240702359;5,022593104;4,602880059;5,257003622;9,784892122;-12,67378814;6,017824401;4,760065095;4,659115711;3,93233644;3,693492616;2,148915024;1,712213177;-0,071608248;2,096559814;1,186152306;-6,309534407;3,13002942;4,078892789;3,403417009;1,17808553;1,959105754;1,155877177;1,704678833;0,902106327;-1,810194157;-9,69878839;0,805770813;9,854650299;-2,661805977;2,364000379;-3,068858408;1,258691658;2,006879374;-2,618478349;-1,272621532;3,929365056;5,276455579;3,72122216;6,828786109;5,528565593;2,064552388;-0,452253835;3,962518856;-0,929401656;2,271069725;2,048632732
MDV;Maldives;3,714479682;1,331629895;6,476152607;7,058757632;-3,635041772;12,1985755;10,55636093;19,58557542;-8,67500052;12,4810706;14,15338851;6,097943362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEA;Middle East & North Africa (all income levels);1,884995617;5,367009751;3,395270916;5,475970076;1,874492238;5,455313459;6,031169704;6,812427276;5,828604735;8,149239958;5,247802108;2,292501102;2,15101544;5,608065441;1,662163417;3,415517561;3,466599449;4,961198042;3,056334704;3,337135198;2,461113833;4,293862219;6,798834199;8,735993617;2,404995386;2,675144159;-0,083310922;-0,98052154;0,550150133;1,006256487;0,176048219;-1,602705207;2,918466365;4,93067669;6,428641162;-0,241683316;5,641291398;12,78143438;6,005084022;15,03421897;10,19228954;17,46417709;9,987183809;8,932254271;9,817836344;;;;;;;;
MEX;Mexico;1,070416628;3,98308933;4,044614776;5,110198731;-4,700339936;1,400290149;3,148225822;5,001385468;3,032573659;4,295714251;1,422671242;0,131917169;-0,60549239;5,296473838;2,667013147;4,701842416;6,962888801;5,874766683;-5,75868238;4,727354829;4,061425854;3,628658714;4,222250716;5,068306312;4,198293259;1,245438058;1,855746992;-3,753919881;2,593384139;3,610180912;-4,196296575;-0,62790261;8,772600561;9,233251984;9,698170138;8,956942327;3,390639707;4,417444135;5,744485049;5,776827231;7,861119861;8,22880731;3,762467687;6,502484033;3,418620026;9,423278819;5,854924878;6,096139301;7,1;11,90548076;8,10688693;4,664414668;5
MHL;Marshall Islands;0,666666667;3,272964323;0,8;5,6;-1,5;-1,930490659;3,049490956;1,882579413;2,6219758;-0,055412459;0,170064959;2,615902679;5,363380056;5,890676039;-2,397148488;-2,844265171;-6,44562517;-10,30292903;8,21319669;5,87774934;6,006265324;7,140755472;0,087872807;2,676282425;-1,691586905;7,788986181;9,363820918;24,54251715;-6,257381851;3,866095147;15,50790561;4,831230772;;;;;;;;;;;;;;;;;;;;;
MIC;Middle income;4,733195432;5,072947849;5,938339781;7,67862776;3,101157296;5,471624404;8,429642766;8,061067926;7,130043351;7,862496594;5,362774958;4,021882206;3,070224399;5,08994139;2,986978265;2,8777488;5,40879401;5,892971418;4,471747627;4,636963063;4,274379711;2,812646448;2,005436038;2,496137782;3,469791427;3,653035069;3,899413732;3,931400292;4,062101347;4,466207033;1,434658135;1,812702552;2,781508466;4,918444321;4,796091093;3,990413698;4,101833515;6,71575799;4,709391342;6,416373323;6,759276066;6,553552327;6,527425466;7,353218532;5,826682806;6,025149191;5,348465788;4,880007998;6,243472001;7,484390657;4,062670511;1,211605962;4,177686883
MKD;Macedonia, FYR;3,1;-0,4;2,8;2,899999999;-0,920267749;4,950012194;6,148866304;5,030638665;4,352166541;4,627296618;2,816485134;0,853490178;-4,525337907;4,54903837;4,339212031;3,378764323;1,440153615;1,184812257;-1,11455585;-1,75803795;-7,469555866;-6,564995281;-6,170660674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MLI;Mali;2,149319398;-0,408303574;2,730111011;5,819314829;4,457421986;4,978529163;4,298178176;8,578286908;6,079794351;2,18552024;7,441394997;4,15331894;12,1;3,2;6,734813031;6,033114132;6,761093862;3,218406373;6,209004782;0,912162051;-2,139403429;8,333260144;1,616062862;-1,852675992;11,76370596;1,481486165;-0,518235329;8,435310068;-11,35631658;4,369600082;4,797966708;-4,637654559;-4,411546272;-4,325839879;10,39567723;-1,463476327;6,34864719;13,62343853;11,62504914;-1,528826123;-1,455115786;5,844016425;2,56899603;6,13695485;0,230999423;3,708410198;;;;;;;
MLT;Malta;2,9;1,1;1,4;4,3;-2,8;3,9;4,279227098;2,223906402;3,66560275;-0,503224546;0,132087471;2,811588371;-1,549888586;6,77019381;4,71997263;5,125603164;5,256978797;3,777335975;6,342494703;5,651105653;4,480746788;4,690935781;6,256490126;6,291390722;8,179104471;8,414239501;4,11051209;3,885194293;2,585278268;0,942370414;-0,612391894;2,284450981;3,311762466;7,049714707;10,49076999;11,16116115;12,18416622;17,01708276;19,56009421;10,03639076;4,146155447;5,838323451;2,453987702;;;;;;;;;;
MMR;Myanmar;;;;;;;;;;13,64190607;13,84399505;12,02551864;11,3440345;13,74593056;10,94512998;5,866213153;5,651582964;6,442715347;6,948051437;7,477958357;6,039410227;9,660942455;-0,65061691;2,816933273;3,695297424;-11,35243948;-4,005631788;-1,057348757;2,851000238;4,932728026;4,391092682;5,603876424;6,35575459;7,938538081;5,201277482;6,517817024;5,95228661;6,08039623;4,152709187;5,342375692;-0,968124719;2,435841372;4,129962449;4,979330592;3,291741123;12,05934018;-5,925258883;-4,851778704;10,69264951;-5,894018843;13,34929492;4,086872533;0,471561084
MNA;Middle East & North Africa (developing only);-0,415058618;6,265033856;-1,616070004;5,039916017;4,130620941;3,633996969;5,642854189;5,556911451;5,053150099;7,618022051;2,90771055;3,525347078;3,533117484;3,80506423;2,745222851;4,504591858;2,6139329;6,318880828;2,58164129;2,655917766;0,19802229;3,747675584;6,759658031;7,539030539;1,403103363;0,293105665;-0,055076436;-2,17540941;3,999024841;2,277259988;7,3983349;9,038265826;-0,216160853;-2,686781988;0,071978289;-0,211020888;2,331458329;14,21197279;6,689930521;8,335749292;3,642590378;15,41594937;5,381966147;7,731884802;10,38853463;10,05482277;8,213465225;3,448393757;;;;;
MNE;Montenegro;3,5;-2,5;3,23;2,5;-5,7;6,9;10,7;8,6;4,2;4,4;2,5;1,9;1,1;3,1;-9,4;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
